;history;predict
30;[7508.96875, 7821.75, 7284.125, 7301.78125, 7658.125, 7223.28125, 7066.15625, 7149.0, 7195.40625, 7247.03125, 7196.625, 7792.0, 7482.375, 7326.28125, 7829.15625, 7707.34375, 7478.1875, 7971.25, 7200.0625, 7752.71875, 7767.46875, 7861.46875, 7416.1875, 7458.1875, 7774.15625, 7526.5625, 7553.8125, 7281.75, 7317.625, 7279.0, 6942.1875, 7518.15625, 6990.25, 7152.4375, 7613.125, 7064.90625, 7388.21875, 7627.375, 7268.25, 7439.78125, 7731.375, 7491.0, 7564.75, 7596.1875, 7662.40625, 7703.9375, 7305.6875, 7679.9375, 7539.1875, 7336.4375];[7161.6875, 7048.96875, 7423.09375, 7086.34375, 7530.65625, 6701.46875, 7030.4375, 7248.03125, 6966.78125, 7255.5]
31;[7161.6875, 7048.96875, 7423.09375, 7086.34375, 7530.65625, 6701.46875, 7030.4375, 7248.03125, 6966.78125, 7255.5, 7518.53125, 7499.1875, 7303.21875, 7726.0625, 7429.4375, 7284.28125, 7381.25, 7790.46875, 7743.875, 7461.1875, 7398.03125, 6803.28125, 8068.75, 7768.46875, 7018.65625, 7230.90625, 7170.65625, 7426.78125, 6934.65625, 7106.90625, 7118.1875, 7124.5625, 7298.0, 7447.34375, 7255.03125, 7600.15625, 7372.5625, 7813.25, 7493.25, 7456.28125, 7868.71875, 7500.75, 7445.75, 7469.21875, 7569.46875, 7117.0625, 7457.28125, 7076.0, 7409.34375, 6866.4375];[7285.8125, 7181.09375, 6758.75, 7134.625, 7199.6875, 6263.40625, 7682.0625, 6873.71875, 7074.59375, 6905.9375]
32;[7285.8125, 7181.09375, 6758.75, 7134.625, 7199.6875, 6263.40625, 7682.0625, 6873.71875, 7074.59375, 6905.9375, 6465.4375, 7965.40625, 6630.75, 8347.59375, 7221.40625, 6898.28125, 8182.53125, 6906.8125, 7353.40625, 7750.8125, 7110.4375, 7281.15625, 7357.125, 7557.0625, 7063.96875, 6819.28125, 7353.84375, 7068.78125, 6808.71875, 7403.25, 6922.8125, 7236.90625, 7550.25, 7416.59375, 7178.3125, 7771.53125, 565.40625, 13123.700790405273, 10218.724731445312, 8189.459716796875, 8157.230224609375, 7966.693359375, 8393.5556640625, 7219.45751953125, 7812.810546875, 7820.45751953125, 7569.04296875, 7274.4423828125, 7806.99609375, 7195.07421875];[7433.154296875, 7281.085403442383, 7960.121887207031, 7608.599853515625, 8003.255126953125, 6953.78857421875, 8930.87451171875, 8433.01904296875, 7629.1787109375, 8911.86962890625]
33;[7433.154296875, 7281.085403442383, 7960.121887207031, 7608.599853515625, 8003.255126953125, 6953.78857421875, 8930.87451171875, 8433.01904296875, 7629.1787109375, 8911.86962890625, 7924.98046875, 8339.912109375, 8225.615234375, 8525.15625, 8268.2421875, 8313.08984375, 8869.7978515625, 8266.5859375, 7920.7421875, 8541.716796875, 7719.275390625, 8475.419921875, 8160.26953125, 8175.37109375, 7578.5703125, 8134.57421875, 8339.552734375, 8314.6796875, 7991.958984375, 8828.64453125, 8473.74609375, 8541.080078125, 9058.2890625, 8332.05078125, 8868.41015625, 8129.3671875, 8756.4296875, 8350.76171875, 8227.91015625, 9394.26171875, 8408.90234375, 8530.953125, 7921.0859375, 9185.41796875, 8180.3125, 8679.22265625, 8212.1015625, 8201.23046875, 7936.80078125, 8711.25390625];[7913.53125, 8448.32421875, 8375.94140625, 8408.91796875, 8113.234375, 8878.08984375, 8047.0390625, 8660.44921875, 7864.62890625, 8470.3359375]
34;[7913.53125, 8448.32421875, 8375.94140625, 8408.91796875, 8113.234375, 8878.08984375, 8047.0390625, 8660.44921875, 7864.62890625, 8470.3359375, 7858.66015625, 8620.078125, 8545.75, 8735.59375, 7723.1171875, 9132.46875, 7945.3125, 8258.0078125, 7989.5234375, 8268.046875, 8071.671875, 7816.8515625, 8125.7890625, 8063.3359375, 7468.2734375, 8812.4453125, 7788.5390625, 8619.6015625, 8624.0625, 8497.703125, 8168.7578125, 8726.3359375, 8469.0078125, 8668.7109375, 8163.421875, 8565.3046875, 8157.859375, 7929.203125, 8792.265625, 8005.09375, 8682.3203125, 8280.59375, 8438.1171875, 7866.0234375, 8427.6328125, 7924.671875, 7542.796875, 8107.640625, 8756.8515625, 7537.0625];[8346.0078125, 8481.4296875, 8798.828125, 8132.0546875, 9103.1640625, 8397.15625, 8902.4921875, 7822.6484375, 8780.046875, 8160.640625]
35;[8346.0078125, 8481.4296875, 8798.828125, 8132.0546875, 9103.1640625, 8397.15625, 8902.4921875, 7822.6484375, 8780.046875, 8160.640625, 8830.84375, 8203.2109375, 8678.453125, 7745.3203125, 8939.9296875, 8169.859375, 7952.8515625, 8281.0, 8513.9609375, 7838.1640625, 8017.9140625, 8065.46875, 8107.9921875, 7768.1953125, 8037.885276794434, 8462.538696289062, 9200.598388671875, 8739.005126953125, 8892.62109375, 9257.86669921875, 8516.4228515625, 8360.986328125, 9144.8603515625, 8398.4248046875, 8547.3271484375, 7995.36328125, 9161.75, 7879.4326171875, 8486.3046875, 8381.97265625, 8779.77734375, 8097.46875, 8807.021484375, 8185.494140625, 7350.5703125, 6392.73828125, 8419.26171875, 8444.673828125, 8300.83984375, 7889.333984375];[9843.57421875, 8681.16015625, 9559.2421875, 8503.080078125, 8748.119140625, 8595.87109375, 8849.96484375, 8436.8671875, 8458.35546875, 8763.953125]
36;[9843.57421875, 8681.16015625, 9559.2421875, 8503.080078125, 8748.119140625, 8595.87109375, 8849.96484375, 8436.8671875, 8458.35546875, 8763.953125, 8728.99609375, 7904.69140625, 9118.26953125, 7776.11328125, 8487.19140625, 8176.671875, 8721.86328125, 7625.7734375, 7995.1171875, 8777.5390625, 8163.0859375, 8388.97265625, 9015.4765625, 8639.12109375, 8924.296875, 8995.01171875, 9111.4140625, 8308.21484375, 9234.16796875, 8432.30078125, 8876.50390625, 8205.63671875, 9193.60546875, 7929.4296875, 8193.5703125, 8849.640625, 8671.1015625, 7966.8828125, 8449.53125, 8503.5546875, 8343.34375, 8170.6953125, 8119.7265625, 8072.6953125, 8053.5234375, 8871.0859375, 8241.8671875, 8401.578125, 8710.0625, 9053.3828125];[8548.2890625, 8679.9140625, 9201.03125, 8221.484375, 8480.7109375, 8522.7265625, 8416.09375, 8728.34375, 8408.765625, 8487.6015625]
37;[8548.2890625, 8679.9140625, 9201.03125, 8221.484375, 8480.7109375, 8522.7265625, 8416.09375, 8728.34375, 8408.765625, 8487.6015625, 8423.53125, 8349.2109375, 8766.1171875, 7964.203125, 8387.4140625, 7977.15625, 8276.6640625, 7583.3984375, 8673.03125, 8167.71875, 8129.2421875, 8411.7421875, 8820.28125, 8515.578125, 8322.3125, 9006.953125, 7895.5546875, 8688.6875, 8535.640625, 8182.875, 8258.6796875, 8170.5390625, 8407.2109375, 7957.9921875, 8283.015625, 8151.3671875, 8402.6484375, 7867.15625, 8592.9296875, 7566.5703125, 8378.9296875, 7954.546875, 8922.6171875, 8617.7890625, 8355.0859375, 8938.578125, 8853.6328125, 9310.2890625, 8656.609375, 8785.03125];[8615.28125, 8502.171875, 8713.765625, 8477.296875, 8112.0, 8874.421875, 8037.6875, 8148.109375, 9294.171875, 8188.125]
38;[8615.28125, 8502.171875, 8713.765625, 8477.296875, 8112.0, 8874.421875, 8037.6875, 8148.109375, 9294.171875, 8188.125, 7952.546875, 8725.40625, 7844.09375, 8089.203125, 8171.734375, 8138.375, 7846.203125, 7460.296875, 8873.125, 7880.609375, 8476.578125, 8709.15625, 7800.25, 8530.09375, 8095.375, 8928.671875, 8001.6875, 8076.28125, 8809.328125, 7626.984375, 8519.296875, 8482.5, 8240.75, 8030.078125, 8692.84375, 8009.921875, 8065.78125, 8123.15625, 8520.8125, 7356.65625, 8594.015625, 8879.203125, 8003.28125, 8348.265625, 8815.078125, 8502.140625, 8285.375, 8264.046875, 8800.984375, 8228.46875];[8576.28125, 8640.578125, 8725.78125, 7894.640625, 8752.859375, 8175.15625, 8193.78125, 8566.125, 8101.75, 8177.8125]
39;[8576.28125, 8640.578125, 8725.78125, 7894.640625, 8752.859375, 8175.15625, 8193.78125, 8566.125, 8101.75, 8177.8125, 7949.46875, 8239.5625, 7818.21875, 6033.953125, 8509.359375, 7670.078125, 7489.375, 8063.296875, 8606.9375, 8337.453125, 8328.0, 8163.34375, 8454.328125, 7695.109375, 8807.234375, 8209.65625, 8123.5, 8706.296875, 7844.03125, 8198.984375, 8056.0, 8221.65625, 8105.421875, 7837.5, 7847.671875, 8090.375, 7854.421875, 7996.0, 7872.0, 7944.8125, 7701.5625, 8622.53125, 7990.46875, 7987.234375, 8673.25, 7744.375, 8543.40625, 8610.921875, 8140.015625, 8674.796875];[7924.046875, 8720.140625, 8485.015625, 7538.828125, 8739.921875, 8227.234375, 7571.140625, 8389.546875, 7703.96875, 8087.046875]
40;[7924.046875, 8720.140625, 8485.015625, 7538.828125, 8739.921875, 8227.234375, 7571.140625, 8389.546875, 7703.96875, 8087.046875, 8080.515625, 7719.53125, 7703.640625, 7820.203125, 7929.21875, 8012.796875, 7983.34375, 8262.265625, 8156.109375, 7818.515625, 7916.25, 8587.3125, 8238.625, 8292.609375, 8104.6875, 8183.015625, 8108.5625, 8355.296875, 7528.390625, 8043.8125, 8338.765625, 7600.3125, 7588.71875, 8163.03125, 7689.90625, 7625.65625, 7931.1875, 7640.1875, 8115.6875, 8134.5625, 7816.375, 8356.6875, 7681.0625, 7637.03125, 8697.8125, 8336.53125, 8640.90625, 8473.53125, 7664.25, 8547.59375];[8323.90625, 7612.375, 7997.4375, 8662.125, 7628.90625, 7532.15625, 8607.875, 7542.71875, 8134.75, 7395.125]
41;[8323.90625, 7612.375, 7997.4375, 8662.125, 7628.90625, 7532.15625, 8607.875, 7542.71875, 8134.75, 7395.125, 8302.59375, 7342.84375, 8044.9375, 8245.125, 7950.625, 8143.3125, 8614.5, 7965.03125, 8090.9375, 8423.9375, 8228.34375, 8447.71875, 8288.875, 8105.25, 8533.84375, 8099.90625, 8504.96875, 7969.34375, 8049.6875, 8068.375, 7611.78125, 7927.96875, 7917.09375, 7202.09375, 8150.96875, 7676.375, 7686.8125, 8251.15625, 7953.125, 8557.53125, 7793.0625, 7721.75, 8808.53125, 8237.03125, 8481.53125, 7840.375, 8154.0625, 8544.5625, 8324.40625, 8329.21875];[6239.1875, 9868.5625, 8025.84375, 7062.40625, 9071.78125, 7564.46875, 7027.1875, 8885.4375, 7578.90625, 3838.15625]
42;[6239.1875, 9868.5625, 8025.84375, 7062.40625, 9071.78125, 7564.46875, 7027.1875, 8885.4375, 7578.90625, 3838.15625, 11997.53125, 8373.6875, 7506.875, 8775.3125, 7964.09375, 8121.34375, 8267.46875, 8001.65625, 8248.3125, 8687.75, 8345.125, 8313.875, 8176.3125, 8072.0, 8033.65625, 7937.3125, 7914.0625, 7674.0, 8247.21875, 7807.71875, 7897.21875, 5752.75, 7690.5, 6883.21875, 7189.375, 7932.0625, 8408.40625, 8236.53125, 7869.4375, 8047.78125, 7952.34375, 7923.9375, 7799.6875, 8993.1875, 8019.34375, 8167.5625, 8434.46875, 7320.0625, 7762.5625, 8941.625];[7161.40625, 8309.25, 7793.90625, 8817.40625, 7888.34375, 7073.3125, 8541.0625, 7370.3125, 8203.65625, 8349.75]
43;[7161.40625, 8309.25, 7793.90625, 8817.40625, 7888.34375, 7073.3125, 8541.0625, 7370.3125, 8203.65625, 8349.75, 7727.3125, 8178.3125, 8455.09375, 7824.15625, 7864.875, 8278.4375, 7915.21875, 8432.46875, 8205.9375, 8239.5, 8405.78125, 7538.1875, 8231.34375, 8259.75, 6993.34375, 8997.6875, 7777.875, 8090.71875, 7899.84375, 7737.25, 8023.46875, 7422.0625, 8018.53125, 7985.21875, 7106.28125, 7901.5, 8736.90625, 7524.3125, 8143.96875, 8055.25, 8241.3125, 7596.3125, 8333.65625, 7551.78125, 7415.75, 8154.125, 7617.21875, 7808.5625, 7924.71875, 7591.71875];[7650.0625, 7424.15625, 8227.96875, 7626.5, 7319.21875, 7865.8125, 7432.03125, 7421.78125, 8164.15625, 7161.125]
44;[7650.0625, 7424.15625, 8227.96875, 7626.5, 7319.21875, 7865.8125, 7432.03125, 7421.78125, 8164.15625, 7161.125, 7911.1875, 8318.125, 7633.4375, 8020.84375, 7784.53125, 7811.96875, 8802.625, 7796.96875, 8192.125, 7894.75, 7781.75, 7839.9375, 7637.46875, 7633.0, 7217.15625, 8022.1875, 7079.96875, 7342.4375, 7932.59375, 7352.96875, 7208.71875, 7882.625, 7448.1875, 7703.5625, 8065.4375, 7436.28125, 7669.375, 8243.40625, 8259.59375, 7921.96875, 7474.25, 8493.03125, 7917.875, 7746.53125, 8278.65625, 7617.9375, 7779.71875, 7556.6875, 8283.09375, 7570.21875];[7678.25, 8029.875, 7445.28125, 7559.875, 7639.9375, 7794.84375, 7491.03125, 7677.625, 7974.84375, 7829.9375]
45;[7678.25, 8029.875, 7445.28125, 7559.875, 7639.9375, 7794.84375, 7491.03125, 7677.625, 7974.84375, 7829.9375, 7933.6875, 8635.3125, 7601.15625, 8310.53125, 8321.6875, 7768.15625, 7702.25, 8212.09375, 7798.0, 7701.90625, 7545.96875, 8245.21875, 7993.3125, 7604.84375, 7897.03125, 7390.8125, 7598.71875, 7619.90625, 7495.09375, 7527.9375, 7557.09375, 7709.6875, 7611.0, 7491.5, 7952.75, 7340.46875, 7135.0, 7524.375, 7701.625, 7698.3125, 6860.84375, 7744.125, 7036.75, 6901.75, 7275.4375, 7191.5, 7238.03125, 6880.8125, 7026.8125, 4986.53125];[5341.9375, 9774.84375, 7194.65625, 6889.875, 7295.65625, 7054.5625, 6821.34375, 7039.625, 7184.03125, 7104.75]
46;[5341.9375, 9774.84375, 7194.65625, 6889.875, 7295.65625, 7054.5625, 6821.34375, 7039.625, 7184.03125, 7104.75, 6578.84375, 7663.84375, 6779.9375, 6931.46875, 7125.40625, 6927.28125, 6734.28125, 7242.28125, 7324.4375, 7187.125, 6797.84375, 7510.1875, 6466.03125, 7037.9375, 7578.71875, 7136.15625, 7006.5625, 6894.5, 7202.71875, 6736.15625, 6857.8125, 7392.75, 6414.25, 7743.75, 7389.65625, 7233.3125, 7490.625, 7864.15625, 7636.375, 7654.125, 7388.5, 7694.625, 6574.0, 7015.375, 7191.875, 6334.5625, 6819.5625, 7167.375, 6722.4375, 6724.25];[6798.25, 7247.9375, 6769.25, 6307.625, 8470.375, 7176.1875, 6995.9375, 7673.6875, 7003.3125, 6794.6875]
47;[6798.25, 7247.9375, 6769.25, 6307.625, 8470.375, 7176.1875, 6995.9375, 7673.6875, 7003.3125, 6794.6875, 7281.25, 7387.3125, 7005.3125, 7058.9375, 7179.1875, 6909.6875, 6794.375, 6739.75, 6614.5625, 6595.0, 6832.75, 8219.875, 7233.375, 7510.3125, 6903.75, 6528.75, 7424.625, 7183.75, 6816.9375, 7172.8125, 7987.0625, 6911.9375, 7276.6875, 6602.375, 7848.0625, 7118.8125, 6778.0, 7140.9375, 6881.9375, 6967.3125, 7115.25, 6062.5, 7228.875, 7057.9375, 6707.625, 6392.4375, 6970.125, 6622.0, 7107.875, 6233.3125];[7687.0, 7074.3125, 6908.625, 7326.1875, 7324.25, 7100.5625, 6062.5625, 8670.1875, 7150.125, 7203.125]
48;[7687.0, 7074.3125, 6908.625, 7326.1875, 7324.25, 7100.5625, 6062.5625, 8670.1875, 7150.125, 7203.125, 7612.25, 6946.6875, 6907.1875, 7694.0625, 6671.8125, 6930.0, 7209.5625, 6676.625, 6928.625, 6925.4375, 7089.625, 6896.25, 6712.0625, 7546.0, 7027.375, 7286.8125, 7248.875, 7322.8125, 7389.1875, 7764.125, 8436.8125, 8019.0625, 7760.625, 8487.3125, 7524.0625, 7994.6875, 8113.4375, 8070.8125, 7510.25, 7794.5625, 8176.8125, 7869.875, 7584.6875, 8135.8125, 6725.875, 7065.75, 7499.75, 7349.125, 7318.5625, 7769.5];[7389.875, 7164.6875, 7692.875, 7587.0625, 7460.75, 7574.625, 7990.1875, 7454.0, 7361.875, 7719.4375]
49;[7389.875, 7164.6875, 7692.875, 7587.0625, 7460.75, 7574.625, 7990.1875, 7454.0, 7361.875, 7719.4375, 7068.4375, 8331.4375, 8256.1875, 8033.8125, 7673.5625, 7709.0625, 8235.125, 5468.4375, 7792.1875, 8146.5, 6996.4375, 7811.1875, 8114.125, 7350.375, 8088.5625, 7824.5625, 7665.3125, 8057.6875, 8272.5625, 8255.9375, 7958.875, 7915.8125, 8257.625, 8033.75, 7126.0625, 8387.4375, 7590.9375, 7701.5625, 7568.6875, 7332.5, 8166.375, 7876.5, 7941.375, 7622.375, 7252.4375, 6755.5, 7677.0, 7357.8125, 7042.8125, 7672.875];[7043.5, 7498.0, 7096.6875, 7210.1875, 7045.125, 7359.1875, 6888.1875, 7403.5625, 7187.0, 6946.6875]
50;[7043.5, 7498.0, 7096.6875, 7210.1875, 7045.125, 7359.1875, 6888.1875, 7403.5625, 7187.0, 6946.6875, 6827.1875, 6617.375, 7023.0, 6694.75, 6923.25, 6708.6875, 6328.4375, 6939.0, 6117.5625, 7648.8125, 7135.875, 2517.6875, 11566.5625, 6836.375, 7338.3125, 6970.875, 7823.625, 7164.125, 6759.4375, 6661.1875, 6368.5625, 8839.625, 6577.5, 5317.1875, 8314.1875, 7860.25, 6890.125, 6748.75, 7171.8125, 6744.6875, 6592.875, 6296.75, 7745.0625, 7041.375, 6645.75, 7344.6875, 7085.9375, 6988.4375, 7734.8125, 6981.8125];[7273.25, 6888.75, 7962.3125, 6818.4375, 7335.3125, 7311.4375, 7044.4375, 7089.25, 7050.1875, 6751.875]
51;[7273.25, 6888.75, 7962.3125, 6818.4375, 7335.3125, 7311.4375, 7044.4375, 7089.25, 7050.1875, 6751.875, 6897.875, 7044.875, 6370.6875, 6617.3125, 6870.5625, 7411.4375, 7107.4375, 7276.375, 7147.25, 7694.125, 7176.375, 7234.9375, 7606.5, 7056.125, 7140.4375, 7787.625, 7302.5625, 7396.0625, 7448.4375, 7359.8125, 7252.625, 6376.8125, 7715.875, 7336.9375, 7132.125, 7097.5625, 7183.0, 6978.625, 7489.8125, 7302.625, 7096.5, 7407.0625, 7495.375, 7430.875, 7366.8125, 7536.75, 8297.3125, 7592.6875, 7817.3125, 8299.625];[7944.375, 7336.1875, 7541.4375, 7203.8125, 7365.4375, 7480.6875, 7086.5, 7027.875, 7112.0, 7169.375]
52;[7944.375, 7336.1875, 7541.4375, 7203.8125, 7365.4375, 7480.6875, 7086.5, 7027.875, 7112.0, 7169.375, 6697.9375, 7235.5, 7093.375, 7286.625, 7034.5625, 7404.4375, 7785.1875, 7090.0625, 7455.0625, 7182.1875, 7353.8125, 7755.6875, 7641.0625, 7118.9375, 7719.5, 7544.5, 7544.9375, 7201.0625, 7968.25, 7927.5625, 7012.0625, 7214.5, 7142.5625, 7082.0625, 7106.5, 6990.625, 6992.6875, 7077.6875, 7418.0, 7276.5625, 7071.5, 7583.6875, 6969.6875, 7496.8125, 7522.9375, 7563.6875, 7415.625, 7374.5625, 7796.9375, 6882.5625];[7618.0, 7447.625, 7341.875, 7187.875, 7352.0625, 7376.75, 6995.625, 7160.25, 7374.25, 6714.9375]
53;[7618.0, 7447.625, 7341.875, 7187.875, 7352.0625, 7376.75, 6995.625, 7160.25, 7374.25, 6714.9375, 7238.0, 7358.3125, 7159.0, 7159.25, 7429.9375, 7669.9375, 7318.0, 8263.1875, 8021.625, 7993.75, 7800.8125, 7960.8125, 7437.3125, 7209.1875, 7603.5625, 7220.9375, 7605.375, 7252.0, 7229.625, 7070.0, 7060.5, 7589.0, 6690.625, 6851.0625, 7319.6875, 7196.4375, 6937.5, 7380.875, 7208.0625, 6708.4375, 6792.0, 7414.5625, 7125.625, 6930.0625, 7165.4375, 7035.0, 6913.9375, 7138.4375, 6754.1875, 5705.75];[7877.0625, 6371.8125, 7057.4375, 6728.8125, 6201.5625, 6842.125, 6418.125, 6915.75, 5904.625, 6944.8125]
54;[7877.0625, 6371.8125, 7057.4375, 6728.8125, 6201.5625, 6842.125, 6418.125, 6915.75, 5904.625, 6944.8125, 6896.0625, 6428.375, 5883.9375, 7830.0625, 5382.0, 6559.0, 5386.0, 9103.1875, 6588.25, 6911.0625, 6795.75, 6146.9375, 6869.875, 5358.8125, 8015.5, 6623.9375, 6737.6875, 6973.3125, 6402.1875, 6826.9375, 6983.25, 6005.875, 6618.8125, 6476.25, 6548.625, 6349.4375, 6876.3125, 6490.6875, 6789.75, 6162.5, 6772.3125, 5589.75, 7683.875, 7538.5, 6436.625, 6547.8125, 6217.75, 7408.1875, 6242.0625, 6495.375];[5254.25, 7726.6875, 6488.0625, 7130.9375, 6054.9375, 6403.0625, 6044.625, 7090.0625, 6078.875, 6456.0]
55;[5254.25, 7726.6875, 6488.0625, 7130.9375, 6054.9375, 6403.0625, 6044.625, 7090.0625, 6078.875, 6456.0, 5291.6875, 7967.6875, 5829.5, 7039.4375, 6457.5, 6816.375, 6744.0, 6735.0, 6443.9375, 6125.1875, 3338.25, 11132.875, 6240.4375, 6830.5625, 6474.8125, 6544.5, 5886.0625, 7431.5, 5772.25, 6904.75, 6586.375, 6778.0, 4266.3125, 8867.5625, 6519.375, 5973.75, 7372.5, 6509.125, 6375.8125, 6219.1875, 7449.625, 6455.3125, 6407.6875, 6813.0625, 4503.4375, 8525.6875, 6326.9375, 6880.1875, 6136.75, 6895.0];[6398.75, 6222.9375, 5649.75, 7510.9375, 6034.8125, 6771.625, 6921.375, 6496.9375, 6582.1875, 6839.375]
56;[6398.75, 6222.9375, 5649.75, 7510.9375, 6034.8125, 6771.625, 6921.375, 6496.9375, 6582.1875, 6839.375, 6829.6875, 6527.6875, 6703.0625, 6879.1875, 6907.25, 6777.4375, 6947.125, 6483.875, 7040.1875, 6721.9375, 6811.125, 6462.75, 7298.9375, 6480.0625, 6437.1875, 6617.3125, 6529.5625, 6359.3125, 6351.1875, 6670.875, 6493.375, 6544.3125, 6691.25, 6956.875, 6433.25, 6681.5, 7306.9375, 6528.625, 6798.6875, 6688.625, 6673.5625, 6985.8125, 6822.8125, 6566.5625, 6690.5, 6490.3125, 6391.125, 6649.6875, 6925.875, 6895.1875];[6775.375, 6652.625, 7046.1875, 7127.0625, 6540.625, 7545.875, 7028.0625, 7608.875, 7167.0625, 7722.0625]
57;[6775.375, 6652.625, 7046.1875, 7127.0625, 6540.625, 7545.875, 7028.0625, 7608.875, 7167.0625, 7722.0625, 7244.75, 7064.125, 7883.0625, 7549.3125, 7180.6875, 7743.9375, 7190.375, 7218.4375, 7065.0, 7148.625, 7155.4375, 7033.125, 7189.25, 7026.75, 7125.5, 7154.75, 7091.0, 6721.4375, 7142.0625, 7323.6875, 7386.5, 7002.25, 7537.25, 7006.5, 7097.375, 7278.375, 7432.8125, 6756.9375, 7074.6875, 7292.9375, 6986.75, 7084.3125, 7059.4375, 7077.5, 6696.75, 7650.8125, 6816.25, 7092.3125, 7037.3125, 7206.0];[7087.0, 7259.1875, 7449.0, 6855.0, 7153.0625, 7523.4375, 7664.4375, 7247.5625, 7095.4375, 7831.3125]
58;[7087.0, 7259.1875, 7449.0, 6855.0, 7153.0625, 7523.4375, 7664.4375, 7247.5625, 7095.4375, 7831.3125, 7200.1875, 7599.9375, 7879.8125, 7445.5625, 7671.8125, 7754.1875, 7341.6875, 7196.625, 7542.875, 7295.1875, 7663.125, 7274.375, 7005.25, 7401.6875, 7587.4375, 7279.625, 7256.25, 7368.4375, 7199.5, 7576.625, 7364.3125, 7587.5, 8221.375, 7521.1875, 7621.9375, 8108.6875, 7234.0625, 7566.625, 7567.4375, 7690.75, 7714.625, 7540.9375, 7473.1875, 7416.0625, 7102.4375, 7596.1875, 7010.375, 7787.1875, 7686.625, 7114.1875];[7474.125, 6928.5625, 7882.8125, 7418.25, 7555.375, 7445.5625, 7662.8125, 7582.25, 7876.5625, 7584.6875]
59;[7474.125, 6928.5625, 7882.8125, 7418.25, 7555.375, 7445.5625, 7662.8125, 7582.25, 7876.5625, 7584.6875, 7629.375, 7619.3125, 7560.0, 7254.4375, 7351.125, 7375.75, 7176.875, 7285.875, 7332.0, 7063.75, 6887.0, 6982.5, 7511.6875, 7269.375, 6841.3125, 7582.1875, 7430.75, 7060.4375, 7495.375, 7648.0, 7525.6875, 8352.75, 7110.375, 7618.4375, 8084.9375, 6604.3125, 8164.375, 7874.375, 7282.25, 7234.4375, 7737.3125, 7362.75, 7284.5625, 7494.0, 7515.375, 6873.8125, 7464.4375, 7430.3125, 7270.0, 7226.0];[7656.0, 7473.0, 7186.5625, 7343.0, 7657.6875, 7291.8125, 7060.1875, 7169.5, 7474.3125, 6893.25]
60;[7656.0, 7473.0, 7186.5625, 7343.0, 7657.6875, 7291.8125, 7060.1875, 7169.5, 7474.3125, 6893.25, 7233.1875, 7392.75, 6894.8125, 7061.75, 7086.4375, 6254.625, 6091.1875, 6092.0625, 6504.6875, 6621.5, 5763.4375, 7488.875, 6221.1875, 6492.9375, 6484.625, 6463.6875, 6266.875, 6934.375, 6239.3125, 6893.6875, 6890.375, 5838.5, 7178.75, 6743.125, 6472.3125, 6225.5, 6360.0625, 4914.8125, 7942.5625, 6296.5, 6343.625, 6521.0, 6013.625, 6103.75, 6954.5, 6475.5, 7021.3125, 7164.375, 6593.3125, 7007.125];[6876.5625, 7301.5, 6869.1875, 6257.625, 7705.1875, 6923.3125, 7097.0, 7371.125, 7013.0625, 7091.4375]
61;[6876.5625, 7301.5, 6869.1875, 6257.625, 7705.1875, 6923.3125, 7097.0, 7371.125, 7013.0625, 7091.4375, 6345.125, 7315.1875, 6999.625, 6547.1875, 7418.0, 6779.0, 6054.6875, 7811.0625, 6820.9375, 6560.0, 7142.125, 6802.3125, 6665.3125, 7097.5625, 7171.75, 6790.0625, 6809.0625, 7432.625, 6504.1875, 7015.75, 7237.25, 6496.0, 7088.375, 5976.8125, 7970.5625, 6797.375, 6835.4375, 6813.4375, 6280.3125, 7473.0, 7131.1875, 6735.375, 6865.0, 6990.8125, 6584.5625, 6834.5625, 6804.3125, 7337.4375, 7009.8125, 7123.9375];[6833.6875, 6851.6875, 6831.5625, 7097.5625, 7118.3125, 6678.5625, 7065.375, 6944.6875, 7046.375, 6526.6875]
62;[6833.6875, 6851.6875, 6831.5625, 7097.5625, 7118.3125, 6678.5625, 7065.375, 6944.6875, 7046.375, 6526.6875, 7244.9375, 6723.5625, 6882.3125, 6922.3125, 6651.75, 6520.375, 6716.625, 7144.9375, 6584.6875, 6446.9375, 7523.375, 6420.4375, 6803.5, 7102.1875, 6885.25, 4794.3125, 9226.1875, 6740.25, 7109.6875, 6575.8125, 6971.1875, 1620.0625, 12297.4375, 6528.5625, 6482.5625, 7305.0, 6909.8125, 6659.9375, 6445.125, 6586.125, 6957.0625, 6715.5625, 6649.5625, 6854.0625, 6278.4375, 6907.3125, 7046.25, 6717.375, 6885.3125, 6835.0];[6722.0, 6745.125, 6685.375, 6549.75, 7238.75, 6700.875, 7233.875, 6668.875, 6869.25, 6908.5]
63;[6722.0, 6745.125, 6685.375, 6549.75, 7238.75, 6700.875, 7233.875, 6668.875, 6869.25, 6908.5, 6666.0, 5988.375, 7386.375, 6915.625, 6589.75, 6524.625, 5199.5, 8723.25, 6925.5, 7222.375, 6981.875, 7044.875, 6746.5, 7609.75, 6922.75, 6752.75, 7769.25, 7038.625, 6775.625, 7364.375, 6619.75, 6953.75, 7199.125, 7063.125, 5843.0, 6998.25, 7477.0, 6811.25, 6817.25, 7176.375, 6017.75, 7915.5, 7068.875, 7266.0, 7123.5, 7031.75, 7158.25, 7280.0, 7268.0, 7252.625];[7329.375, 7045.125, 6711.25, 7378.625, 6966.125, 6919.625, 7233.625, 6700.875, 6181.0, 7509.625]
